gene AvgCodingLen expr reptime hic constraint_score Expression_hub Regulator Genomic_abnormalities_CNV meEthylation
RIC8B 1.795 12.3499825 396 11 2.112145045 0 0 0 0.0193462
RICH2 2.186803333 11.42604862 790 -62 0.350331406 5 0 0 0.14644662739726
RICTOR 5.394 12.17309481 336 -2 2.978496114 0 0 0 0
RIDA 0.444 13.36163064 368 44 -0.561735166 7 0 0 0.221983188875
RIF1 7.594 12.33890192 589 19 -2.629608837 0 0 0 0.0126024
RIIAD1 0.423 13.22455354 358.58 30.63 0.344144796 0 0 0 0
RILP 1.246 14.12392938 198 27 0.733072054 0 0 0 0.435557
RILPL1 1.357 13.85411089 424 49 2.712392761 0 0 0 0
RILPL2 0.656 13.93708816 177 47 1.148293485 0 0 0 0.0275829
RIMBP2 3.261 12.32389568 632 -35 1.200494376 0 0 0 0.761638
RIMBP3 4.925 13.33135121 342.47 23 1.801201429 7 0 0 0.123111043548387
RIMBP3C 4.925 13.25734697 221 26 0.697580823 6 0 0 0.19755984
RIMKLA 1.201 13.25872127 574 22 1.314757336 0 0 0 0.104224
RIMKLB 1.186 12.62113819 262 17 3.006470704 0 0 0 0
RIMS1 5.466 10.46607036 964 -12 2.292223967 0 0 0 0
RIMS2 5.63 12.20015014 1035 -8 0.077357045 0 0 1 0
RIMS3 0.957 13.42757491 421 20 0.954062905 0 0 0 0.938719
RIMS4 0.843 13.75660733 168 40 3.659030755 0 0 0 0
RIN1 2.466 14.53265987 182 54 0.066260882 0 0 0 0.0691021
RIN2 2.895 12.27328727 508 0 0.233806109 0 0 0 0.907248
RIN3 3.206 13.01066728 623 42 1.059904015 0 0 0 0
RING1 2.502 14.20391631 377 24 3.416942508 31 1 0 0.0275706
RINL 1.756 14.50347584 219 30 1.407344062 5 0 0 0.173017393333333
RINT1 2.454 13.02675075 172 36 0.214945799 0 0 1 0.0308319
RIOK1 1.792 13.57958314 250 17 0.081980793 0 0 0 0.0166668
RIOK2 1.737 12.85240596 614 28 -0.170894204 0 0 0 0.0522674
RIOK3 1.625 12.64919314 215 57 0.966780994 0 0 0 0.0174337
RIOX2 1.506 11.97397033 723 -2 -0.822425501 2 0 0 0.2002166
RIPK1 2.066 12.98810944 268 41 0.390341125 40 1 0 0
RIPK2 1.678 12.43337553 447 5 1.639473306 39 1 1 0.0275153
RIPK3 1.607 13.7069594 265 40 -0.084629214 19 1 0 0.461573
RIPK4 2.544 12.62113819 182 30 2.358065783 0 0 0 0.489296
RIPOR1 3.866 13.89475233 153 49 1.335246859 7 0 0 0.188305181111111
RIPOR2 3.578 12.97217749 256 26 0.925916706 13 0 0 0.169067852359551
RIPOR3 2.963 13.25074428 153 55 -0.84317453 7 0 0 0.161722897582418
RIPPLY1 0.476 11.90906725 553.4 22 -0.652102718 0 0 0 0
RIPPLY2 0.407 11.59709197 870 -22 -0.290357132 0 0 0 0
RIPPLY3 0.593 12.93548666 378 76 -0.573183022 4 0 0 0.186002736321839
RIT1 0.741 14.55575123 179 32 2.203705012 0 0 0 0
RIT2 0.787 8.487352349 1195 -57 1.143143456 0 0 0 0.843044
RITA1 0.897 12.94186496 252 35 0.220465961 6 0 0 0.197594406067416
RLBP1 0.989 13.38428447 400 25 0.339995157 0 0 0 0.827604
RLF 5.785 13.45691806 303 25 2.52290908 24 1 0 0.0241462
RLIM 1.89 12.5762076 487.48 13 2.542416827 58 1 1 0
RLN1 0.674 12.89490553 629 13 -0.519142157 0 0 0 0.693851
RLN2 0.674 12.86144527 605 16 -0.485329921 0 0 0 0.436699
RLN3 0.556 13.82862124 231 32 -0.563766414 0 0 1 0.904647
RLTPR 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
RMC1 2.074 12.70564721 164 60 1.560553332 5 0 0 0.221910024137931
RMDN1 1.024 12.17038329 1166 15 -0.756477398 7 0 0 0.172018714457831
RMDN2 2.392 13.40641085 420 27 -3.575472393 3 0 0 0.16592550625
RMDN3 1.473 13.82695186 172 46 -0.106400427 7 0 0 0.208429757471264
RMI1 1.883 13.03670527 343 14 -0.80739061 0 0 0 0.0444693
RMI2 0.565 13.40471577 342 28 0.710333447 0 0 0 0
RMND1 1.405 12.72667433 468 30 0.297953851 0 0 0 0.0344039
RMND5A 1.221 12.97487678 538 16 3.077992914 0 0 0 0.0265217
RMND5B 1.332 13.61912699 248 39 0.221122911 0 0 0 0.012711
RNASE1 0.476 13.77089074 577 8 0.093135401 0 0 0 0.891917
RNASE10 0.745 13.04871038 395 17 -1.770361213 6 0 0 0.177284615217391
RNASE11 0.605 13.36575495 493 22 -0.623111573 0 0 0 0.483315
RNASE12 0.449 13.36575495 493 22 -1.397209526 9 0 0 0.196930138095238
RNASE13 0.476 13.75073521 320 20 -1.292757888 5 0 0 0.179563955714286
RNASE2 0.491 13.82105019 429 4 0.738598391 0 0 0 0.0522257
RNASE3 0.488 13.8837382 561 16 -0.872110175 0 0 0 0.20643
RNASE4 0.449 13.47177017 577 11 -0.294430346 0 0 0 0.0198733
RNASE6 0.458 13.77089074 577 8 -0.385282579 0 0 0 0.0673131
RNASE7 0.476 13.75073521 320 20 0.167895143 0 0 0 0
RNASE8 0.47 13.75073521 320 20 0.622156935 5 0 0 0.173655963768116
RNASE9 0.649 13.36575495 493 22 -0.453822556 9 0 0 0.196930138095238
RNASEH1 1.98212087912088 13.0989238492308 410.266593406593 23.5905494505494 0.844957626450549 0 0 0 0.012915
RNASEH1P1 0.901 12.44610085 418.89 15 0.559077477 9 0 0 0.150011014814815
RNASEH2A 0.94 14.4770778 226 32 0.313094861 0 0 1 0.490622
RNASEH2B 1.032 11.8313792 621 34 -0.786002803 0 0 0 0.0163352
RNASEH2C 0.791 15.23425614 202 53 1.025100069 0 0 0 0.00925118
RNASEK 0.506 14.34396115 360 24 0.661406131 6 0 0 0.11913807755102
RNASEL 2.315 13.30001739 812 -3 -1.312597368 38 1 0 0
RNASET2 0.816 12.3275555 633 18 0.314764616 0 0 0 0.0678525
RND1 0.724 14.31968129 214 57 1.453130176 0 0 0 0.0343312
RND2 0.712 14.22567395 201 26 0.716305551 0 0 0 0.154586
RND3 0.76 10.89077714 438 5 1.540705127 0 0 0 0.0563611
RNF10 2.536 14.27536347 209 40 0.252819583 0 0 0 0.0133915
RNF103 2.138 13.34015503 442 36 0.281080024 57 1 0 0.0787796
RNF103-CHMP3 0.786 13.16090385 309.78 28.63 0.133205925 5 0 0 0.194648698275862
RNF11 0.48 13.12945815 305 7 1.90759513 0 0 0 0.023279
RNF111 3.077 13.28991134 230 31 -0.668231712 62 1 0 0.0256548
RNF112 1.966 13.28544435 414 6 1.153685154 0 1 0 0
RNF113A 1.037 13.55697037 258.62 38 2.776634937 40 1 0 0
RNF113B 0.979 13.06059222 470 20 1.734979731 4 0 0 0.176089518518519
RNF114 0.717 13.28682133 181 48 1.409947487 50 1 0 0.0262906
RNF115 0.96 13.36692864 230 36 0.461140288 64 1 0 0.0357176
RNF121 1.039 13.51098882 311 53 0.862345588 0 0 0 0.0291061
RNF122 0.498 11.42578681 610 11 0.803443122 0 0 1 0.0194619
RNF123 4.203 14.25478561 271 48 1.680864734 0 0 0 0
RNF125 0.729 12.94257142 442 28 0.711708445 105 1 0 0.0219089
RNF126 0.981 14.4213374 218 10 0.229508297 0 0 1 0.393964
RNF126P1 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
RNF128 1.733 11.91542618 572.52 17 0.867931558 0 1 0 0
RNF13 1.201 13.19268576 340 14 0.089155707 83 1 0 0.0125267
RNF130 1.42 14.32551825 424 17 2.501419405 148 1 0 0.0266633
RNF133 1.136 10.87883933 1027 6 -1.700425362 0 0 1 0.412511
RNF135 1.394 13.28078834 178 25 -0.495094284 0 0 0 0.0274294
RNF138 0.773 12.92243085 481 23 2.287047108 0 0 0 0.0247291
RNF139 2.005 13.06635583 476 28 2.22983415 97 1 1 0.0118658
RNF14 1.46 13.45344827 321 48 1.193993963 72 1 0 0.776108
RNF141 0.722 13.53507682 391 25 0.840151999 60 1 0 0.0972702
RNF144A 0.914 10.6194964 1103 7 1.311145469 0 0 0 0.0397598
RNF144B 1.016 12.68236272 573 -11 -0.264691028 0 0 0 0
RNF145 2.212 11.72378589 225 42 3.373974339 0 0 0 0.024262
RNF146 1.229 11.6380239 889 -6 1.279631 0 0 0 0.0238828
RNF148 0.923 10.87883933 1027 6 -2.847333924 0 0 1 0
RNF149 1.238 12.99913529 259 20 2.234074522 0 0 0 0.0122354
RNF150 1.438 11.81099094 790 -13 2.152961707 0 0 0 0
RNF151 0.887 14.37358287 183 46 -0.007489822 0 0 0 0.513164
RNF152 0.617 11.47576343 799 -12 0.969328084 5 0 0 0.20360434375
RNF157 2.147 14.3679521 208 23 -0.257716825 5 0 0 0.161172109775281
RNF165 1.24 13.02284797 289 33 1.99940206 0 0 0 0
RNF166 0.921 13.59570269 189 41 0.301616401 0 0 0 0.0293075
RNF167 1.098 14.16346025 231 30 -0.887208634 3 1 0 0.0576607
RNF168 1.746 13.97570238 125 34 -0.969500589 1 1 0 0.0177657
RNF169 2.157 13.33881418 160 37 0.355654124 0 0 0 0
RNF17 5.065 13.09572572 629 29 0.625501261 0 0 0 0.960483
RNF170 1.019 13.1482923 475 32 0.764428632 0 0 1 0.0254824
RNF175 1.198 11.87113124 685 18 -1.067773916 0 0 0 0
RNF180 1.838 10.9362449 941 -5 -1.279279 5 0 0 0.187082257142857
RNF181 0.505 13.96303792 170 43 0.225920191 0 0 0 0.0160416
RNF182 0.749 12.45657452 590 20 -0.33492709 0 0 0 0.102828
RNF183 0.584 12.96301823 312 26 0.827046333 0 0 0 0
RNF185 0.609 13.45790804 218 41 0.564451338 3 0 0 0.208472274390244
RNF186 0.689 13.23515263 259 28 -0.036443919 0 0 0 0.914954
RNF187 0.728 13.30078332 401.27 30 0.895219908 0 0 0 0
RNF19A 2.562 13.82523611 212 41 1.683022513 40 1 1 0.0684432
RNF19B 2.271 13.66347065 233 33 1.586026203 0 0 0 0.0152784
RNF2 1.041 12.75422296 458 -1 2.566130752 17 1 0 0.190414
RNF20 3.023 11.63361095 872 -13 3.515538788 0 0 0 0
RNF207 1.99 13.34909728 240 31 0.050128931 0 0 0 0.278979
RNF208 0.791 14.36063383 399 43 0.386567873 0 0 0 0
RNF212 1.525 13.51355375 247 43 -0.179030709 0 0 0 0
RNF212B 0.973 13.07076178 427.64 22.09 0.78952726 5 0 0 0.228014353846154
RNF213 16.405 13.48457437 198 24 2.114024466 0 0 0 0.0572015
RNF214 2.182 12.98681166 360 36 0.83353021 0 0 0 0.103082
RNF215 1.179 13.4532328 214 57 1.01888389 0 0 0 0
RNF216 2.852 14.49119668 220 47 -2.353530404 22 1 1 0.922442
RNF217 1.843 11.70035064 269 -24 0.966302288 0 0 0 0.836166
RNF219 2.211 10.97685041 954 4 -1.624228456 0 0 0 0
RNF220 1.849 13.51771754 355 34 3.186110285 0 0 0 0.0922075
RNF222 0.668 13.066345 377.9 22.99 1.186928354 4 0 0 0.183021964468085
RNF223 0.755 12.70484998 505.66 18.28 -0.159375947 6 0 0 0.2276278025
RNF224 0.481 13.28461635 324.03 25.14 0.153132784 4 0 0 0.186191144655172
RNF225 0.995 13.10813834 440.23 28.68 0.766165735 9 0 0 0.206260818461538
RNF24 0.54 13.43517943 170 33 0.421409154 68 1 0 0
RNF25 1.43 13.84856422 269 43 -0.044839755 0 0 0 0.325867
RNF26 1.307 13.86855547 263 40 1.292713658 0 0 0 0.0531005
RNF31 3.371 13.78974034 220 41 2.252982574 7 1 0 0.118103
RNF32 1.28 12.60886753 635 -10 -0.067926182 0 0 1 0.116742
RNF34 1.632 13.38589619 244 38 1.610672367 0 0 0 0.0106463
RNF38 1.711 13.24383737 248 40 1.11057382 0 0 0 0.0254322
RNF39 2.661 14.41447892 496 30 3.202845185 0 0 0 0.0901957
RNF4 0.679 13.61330869 179 39 1.145021685 35 1 0 0.0423566
RNF40 3.101 14.30548714 158 61 3.006492985 41 1 0 0.0380502
RNF41 0.983 14.87262597 171 43 4.054404698 0 0 0 0.0511578
RNF43 2.699 13.56978264 399 22 1.884400479 0 0 0 0.487675
RNF44 1.349 13.31659704 318 49 0.17092353 0 0 0 0.0228112
RNF5 1.255 14.56691438 392 28 1.672871623 5 0 0 0.282240254347826
RNF6 2.073 11.47975123 562 25 1.046790037 33 1 0 0.022138
RNF7 0.357 12.91451722 406 29 1.689345494 0 0 0 0.01962
RNF8 1.654 13.09195365 426 37 1.490205151 7 1 0 0.034909
RNFT1 1.353 13.77725818 223 14 -0.082635223 0 0 0 0.0351208
RNFT2 1.715 12.32498837 411 4 0.427454907 0 0 0 0.450231
RNGTT 1.994 12.21837664 672 37 2.957728686 0 0 0 0.0349941
RNH1 1.431 14.55191022 221 50 -0.164354029 0 0 0 0.452445
RNLS 1.141 12.17067342 396 33 -0.629645625 0 0 0 0.0596406
RNMT 1.608 11.86831759 697 42 0.271729503 0 0 0 0.00877244
RNMTL1 1.5340625 13.31043151375 376.941875 23.9667708333333 0.939853806208333 0 0 1 0.0116
RNPC3 1.624 12.44425624 542.81 4.7 -0.230121296 0 0 0 0.924061
RNPEP 2.008 13.5304025 168 31 -0.057452502 0 0 0 0.0280182
RNPEPL1 2.233 13.63815863 485 35 2.554153086 0 0 0 0.0468667
RNPS1 1.027 14.61322764 233 46 1.496517751 1 1 0 0.011443
ROBO1 5.18 11.19477044 790 -19 -0.271797992 0 0 0 0
ROBO2 4.588 10.00708151 1224 -17 0.722343872 0 0 0 0
ROBO3 4.395 12.07739801 743 14 0.233492839 0 0 0 0
ROBO4 3.114 12.07739801 743 14 -1.120540942 0 0 0 0.659254
ROCK1 4.23 12.13050284 407 -6 4.96141281 0 1 0 0.0406112
ROCK2 4.332 13.11399446 170 25 4.245909828 0 0 0 0
ROGDI 0.919 13.46863176 195 33 -1.500131672 0 0 0 0.0127495
ROM1 1.071 14.80719369 217 42 -1.07769833 0 0 0 0.429047
ROMO1 0.273 14.16867063 169 53 1.712600339 0 0 0 0.0524394
ROPN1 0.725 12.4083112 450 24 0.873991781 0 0 0 0.426927
ROPN1B 0.725 12.2803681 583 27 1.02216354 3 0 0 0.222783050617284
ROPN1L 0.718 13.35059476 219 21 0.137808906 0 0 0 0.0400016
ROR1 2.867 11.8375709 492 -3 2.103872136 0 0 0 0
ROR2 3.087 13.03253713 572 30 0.500188996 0 0 0 0.146295
RORA 2.112 12.35229196 883 13 2.743842456 98 1 0 0.145193
RORB 1.475 11.46955857 913 -21 3.236733968 0 1 0 0.0602247
RORC 1.831 13.83000008 212 33 2.131997201 0 1 0 0.778876
ROS1 7.291 12.03577056 310 -18 -3.566210579 0 1 0 0.846203
RP1 6.486 11.90869708 735 -8 -3.226007554 0 0 1 0
RP1-127H14.3 0.205 12.85440441 418.03 17.11 0.312731812 5 0 0 0.141744292307692
RP1-170O19.20 0.354 13.11767597 443.22 26.11 0.922140645 11 0 0 0.189916085185185
RP1-177G6.2 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
RP1-228P16.5 0.409 13.26193711 359.45 31.9 0.586664543 2 0 0 0.115570559259259
RP1-241P17.4 0.293 12.44227515 410.37 9.62 0.811283653 9 0 0 0.195169886666667
RP1-32I10.10 0.238 12.95915917 400.8 26.83 0.150417376 8 0 0 0.201922763829787
RP1-66C13.4 0.5 12.50673682 517.75 11.1 -0.787416722 8 0 0 0.270584650943396
RP11-1026M7.2 0.199 13.04281698 435.2 18.66 -0.001960323 7 0 0 0.153408019047619
RP11-1055B8.7 7.987 13.07743349 422 29.12 -0.815200219 5 0 0 0.185634295384615
RP11-105C20.2 0.236 13.69746911 321.91 32.89 0.663842419 5 0 0 0.229933068518519
RP11-1070N10.3 0.296 12.9470244 426.17 25.8 0.733810723 4 0 0 0.269023590612245
RP11-1085N6.3 0.133 12.67901284 467.7 16.07 0.43620432 2 0 0 0.15078355372549
RP11-108K14.8 1.08 12.87441013 545.72 17.85 -1.253428227 3 0 0 0.163945319480519
RP11-10A14.4 0.318 12.56844307 622.25 21.13 0.319036185 5 0 0 0.259342847368421
RP11-10J21.3 0.43 13.18562214 398.21 29.28 0.541754133 5 0 0 0.22913936
RP11-1102P16.1 0.21 12.84876713 549.3 6.38 -0.837622777 3 0 0 0.248736732857143
RP11-1105G2.3 0.31 12.9651275 444.16 20.64 0.102226102 9 0 0 0.233542503611111
RP11-1118M6.1 0.86 13.34572715 388.29 27.28 1.097101358 7 0 0 0.281592924561404
RP11-111M22.2 1.026 12.75496473 440.17 11.64 0.870836777 3 0 0 0.199695442105263
RP11-113D6.10 0.47 13.12551427 397.83 29.59 0.361659711 6 0 0 0.246617687234043
RP11-113D6.6 0.487 13.13112273 403.52 27.35 0.49037172 6 0 0 0.202790872
RP11-114H20.1 0.382 13.44595389 315.9 30.76 0.459715572 7 0 0 0.172876563461538
RP11-1167A19.2 0.25 13.5002932 376.63 20.42 0.588742213 6 0 0 0.136596382888889
RP11-116D17.1 0.268 13.1438774 419.21 14.62 -0.046674604 10 0 0 0.141925638
RP11-1212A22.4 1.212 13.19718623 334.71 34.49 1.191851374 5 0 0 0.156669901666667
RP11-1220K2.2 7.801 12.90685742 482.34 18.51 0.017096957 8 0 0 0.148794528813559
RP11-122A3.2 0.379 13.18122109 380.41 28.93 0.345242109 5 0 0 0.251143179193548
RP11-126K1.2 0.19 12.78397392 557.79 10.49 -0.749276632 6 0 0 0.227383079104478
RP11-127H5.1 0.314 12.86956621 437.23 24.45 0.300395153 4 0 0 0.206420854
RP11-131H24.4 0.294 13.21779153 354.72 25.3 0.217509664 1 0 0 0.135954881818182
RP11-1396O13.13 0.748 12.01627902 690.24 3.41 -4.720490883 5 0 0 0.189057330263158
RP11-1407O15.2 1.516 13.67521149 371.79 29 1.278162228 6 0 0 0.1948141796
RP11-144F15.1 0.363 12.78609341 498.88 19.78 -0.388958582 5 0 0 0.262114752666667
RP11-147C23.1 0.33 13.25637429 353.46 26.09 0.649712009 2 0 0 0.120950606976744
RP11-156E8.1 1.094 12.65766962 467.25 3.42 0.973016417 5 0 0 0.241275376315789
RP11-159D12.5 0.204 12.44053288 445.61 12.56 0.815312844 4 0 0 0.191332958823529
RP11-159G9.5 1.112 12.7715102 511.25 12.33 0.334502513 9 0 0 0.223881180701754
RP11-15E18.4 0.291 13.28186739 346.39 27.79 0.376075244 7 0 0 0.167237396491228
RP11-160N1.10 0.25 13.5002932 376.63 20.42 0.588742213 6 0 0 0.136596382888889
RP11-162A12.2 0.187 12.8920353 429.79 19.74 -0.490193704 6 0 0 0.140188317948718
RP11-165H20.1 2.64098823529412 12.8115148588235 477.716 17.1202352941176 0.3196008316 0 0 0 0
RP11-166B2.1 1.234 13.03678187 382.64 21.69 0.823294382 6 0 0 0.177847617857143
RP11-169F17.1 0.285 13.02848632 449.69 24.75 0.327350446 3 0 0 0.235348048979592
RP11-171N4.2 0.261 12.76865653 517.67 15.83 -0.725464959 6 0 0 0.256615996721311
RP11-176H8.1 0.219 12.8856751 462.79 11.57 0.36075503 5 0 0 0.151554575409836
RP11-17M16.1 0.364 13.27973612 365.67 25.78 0.207072942 6 0 0 0.1524579076
RP11-180C1.1 0.417 13.33734286 352.25 24.4 0.047721155 5 0 0 0.157096679166667
RP11-181C3.1 0.263 12.43397481 525.56 12.71 -0.226101225 6 0 0 0.233144048
RP11-182J1.16 0.411 12.94394084 444.67 15.74 -0.1822119 7 0 0 0.174597898372093
RP11-187E13.1 0.25 13.5002932 376.63 20.42 0.588742213 6 0 0 0.136596382888889
RP11-187E13.2 0.175 12.4044126 534.33 8.83 -0.554353264 5 0 0 0.14208061641791
RP11-192H23.4 0.594 13.53733883 309.51 28.48 0.952993067 5 0 0 0.201736566666667
RP11-195F19.5 0.283 13.57113712 382.63 26.32 0.503813837 7 0 0 0.249178032727273
RP11-1C1.5 0.297 12.89590783 427.01 27.84 0.223149299 4 0 0 0.245862433448276
RP11-204N11.1 0.254 12.94946666 417.59 28.78 0.60183892 6 0 0 0.179145769811321
RP11-20I23.1 1.141 12.67869492 468.32 21.61 2.023361317 4 0 0 0.210364134545455
RP11-210M15.2 0.186 12.76701204 458.04 21.01 -0.451495613 6 0 0 0.248431682926829
RP11-211G3.3 0.434 13.19839289 322.43 26.02 1.293784848 4 0 0 0.176378022419355
RP11-219B4.5 0.277 13.19658252 394.02 20.14 0.368877233 7 0 0 0.13682937826087
RP11-231C14.4 2.28 13.06226223 387.16 29.82 0.695787903 4 0 0 0.274470125
RP11-247C2.2 0.449 13.38271631 364.08 37.21 1.013613884 5 0 0 0.210559547761194
RP11-248J23.6 1.381 13.31504216 370 30.78 1.641020945 4 0 0 0.287019645423729
RP11-268J15.5 0.329 12.85575943 453.13 18.25 0.117955112 3 0 0 0.229219248444444
RP11-272B17.2 0.271 12.90359465 400.18 25.55 0.156792932 6 0 0 0.207833302083333
RP11-276H1.3 0.595 13.58182172 292.42 30.92 1.167731099 5 0 0 0.165283370769231
RP11-279O9.4 0.352 13.51683663 379.69 21.14 0.988302333 5 0 0 0.190831002653061
RP11-293M10.1 0.361 13.28555727 502.81 10.79 0.157804697 4 0 0 0.202518531578947
RP11-295D22.1 0.195 13.33019546 429.94 -6.94 0.354156034 6 0 0 0.233222058795181
RP11-297M9.1 0.31 13.1878576 437.64 18.8 0.145911926 4 0 0 0.168911476923077
RP11-297N6.4 0.289 12.9991227 407.36 24.675 0.12208817 6 0 0 0.128059553658537
RP11-302B13.5 0.653 13.85017242 274.89 36.19 2.939577528 7 0 0 0.202217811111111
RP11-315D16.2 0.294 12.98029978 456.3 28.81 -0.250356038 5 0 0 0.274411265
RP11-315O6.2 0.236 13.69746911 321.91 32.89 0.663842419 5 0 0 0.229933068518519
RP11-321F6.1 0.367 12.93105415 571.1 10.17 -0.111143467 6 0 0 0.236570404477612
RP11-321M21.3 0.252 12.71168222 631.81 4.82 -0.769628544 3 0 0 0.254651067948718
RP11-322E11.6 0.387 12.94926581 582.03 16.63 -1.385213341 5 0 0 0.143765554545455
RP11-322L20.1 0.317 13.07694579 450.86 19.05 0.664848779 1 0 0 0.261132101666667
RP11-324D17.1 0.25 13.5002932 376.63 20.42 0.588742213 6 0 0 0.136596382888889
RP11-332O19.5 0.692 13.04628448 398.43 27.64 0.237248171 7 0 0 0.210562775510204
RP11-342M21.2 0.194 12.74225869 431.43 23.56 0.213884588 6 0 0 0.190216163636364
RP11-345J4.3 1.345 13.29638426 342.52 30.61 1.03399009 6 0 0 0.139538064705882
RP11-347C12.1 3.903 13.7178424 259.89 33.87 1.390764593 5 0 0 0.195244305555556
RP11-347C12.3 1.345 13.29638426 342.52 30.61 1.03399009 6 0 0 0.139538064705882
RP11-351M8.1 0.324 13.18030484 399.05 31.71 0.190984394 5 0 0 0.204488291071429
RP11-352D3.2 0.352 13.1790376 390.29 25.13 1.094192897 4 0 0 0.225684276470588
RP11-362K2.2 0.451 13.2533701 329.94 24.08 0.421581304 5 0 0 0.197812262982456
RP11-363G10.2 0.382 13.44595389 315.9 30.76 0.459715572 7 0 0 0.172876563461538
RP11-366L20.2 0.535 13.1570443 390.28 28.66 0.548266134 3 0 0 0.231641595833333
RP11-368I7.4 0.403 12.54908611 627.82 21.32 -0.106890379 4 0 0 0.234893451898734
RP11-379H8.1 0.219 12.54851453 497.24 17.27 -0.522762929 8 0 0 0.213508557666667
RP11-382J12.1 0.638 12.6806763 471.04 20.01 0.483681012 4 0 0 0.1686943375
RP11-383H13.1 0.827 13.08094332 432.04 24.54 1.531098173 5 0 0 0.151191596078431
RP11-385D13.1 2.947 12.69243417 417.48 18.96 0.994313123 4 0 0 0.203728418867925
RP11-386G21.1 0.207 12.4177865 533.31 0.16 -0.072587153 5 0 0 0.107331479411765
RP11-386G21.2 0.205 12.42624064 532.64 3.76 -0.128668917 6 0 0 0.141290742424242
RP11-389E17.1 0.35 12.81985146 572.67 -1.7 -0.773570294 8 0 0 0.236615818666667
RP11-3B7.1 0.446 13.38366255 393.64 29.89 0.689509984 4 0 0 0.247653344
RP11-404L6.2 0.172 12.52923759 514.71 15.12 -0.438901139 5 0 0 0.236044378571429
RP11-404P21.8 0.243 13.02234149 420.95 24.62 0.088887394 3 0 0 0.180609462
RP11-407N17.3 4.16 12.18407497 636.27 3.46 -3.144714391 3 0 0 0.220861584810127
RP11-408E5.4 0.25 12.7429126 565.4 7.45 -0.778525729 8 0 0 0.26800148125
RP11-410N8.4 0.433 13.10549357 429.54 21.75 0.377813685 7 0 0 0.177586658536585
RP11-41O4.1 0.208 12.81533367 436.17 21.22 -0.295278656 7 0 0 0.18987113
RP11-422N16.3 0.337 13.07011694 476.94 18.54 0.158393377 3 0 0 0.12310617254902
RP11-429E11.3 0.428 13.46413526 289.86 34.25 0.48332 5 0 0 0.153503194029851
RP11-433C9.2 0.63 13.15683581 365.14 30.68 1.10675271 7 0 0 0.163143341923077
RP11-451M19.3 0.526 13.29395455 480.63 13.04 0.298561878 11 0 0 0.159064588148148
RP11-455G16.1 0.417 13.33734286 352.25 24.4 0.047721155 5 0 0 0.157096679166667
RP11-45H22.3 0.319 13.05141325 403.15 14.9 0.100759787 5 0 0 0.211420403278689
RP11-463J10.2 0.196 12.48508714 552.74 2.5 0.256710776 3 0 0 0.261457694029851
RP11-467N20.5 2.605 12.99782768 392.77 22.12 1.100208894 4 0 0 0.158681690384615
RP11-477N12.3 0.907 13.1610448 351.31 29.46 0.569793999 4 0 0 0.130769308
RP11-47I22.3 0.291 13.1792797 371.65 25.52 0.722229805 5 0 0 0.175939302040816
RP11-480I12.4 0.623 13.65269439 356.72 39.24 1.097637914 6 0 0 0.123759582875
RP11-481A20.11 0.232 13.4191053 452.59 27.79 0.614466039 1 0 0 0.28330786440678
RP11-487E13.1 0.24 13.22576935 339.88 27.33 0.673058602 2 0 0 0.0955635431372549
RP11-497E19.2 0.307 13.10028954 442.89 24.01 1.004023387 16 0 0 0.186470419787234
RP11-503N18.3 1.42 13.45694029 363.24 28.83 0.944886867 6 0 0 0.173302212340426
RP11-520P18.5 0.432 13.31861425 349.95 32.42 0.477747276 6 0 0 0.182608784736842
RP11-536G4.1 0.199 13.04281698 435.2 18.66 -0.001960323 7 0 0 0.153408019047619
RP11-542P2.1 1.197 13.08622891 313.34 31.23 1.21721824 5 0 0 0.153282189285714
RP11-552I14.1 0.213 12.39747486 553.9 6.52 -0.142992431 5 0 0 0.28431035
RP11-553A10.1 0.61 13.47673364 297.1 24.21 0.78301207 4 0 0 0.198864706451613
RP11-57H12.6 0.641 13.1186272 378.09 26.75 0.426367402 5 0 0 0.202248996666667
RP11-585F1.10 0.268 13.1438774 419.21 14.62 -0.046674604 10 0 0 0.141925638
RP11-595B24.2 0.278 12.8477064 395.04 32.23 -0.508239303 5 0 0 0.211314657142857
RP11-597K23.2 0.264 12.97576983 395.36 22.42 0.028832683 5 0 0 0.180454719565217
RP11-625H11.1 0.36 12.97162228 408.6 13.77 -0.148561862 5 0 0 0.191797160606061
RP11-644F5.10 0.389 12.94206683 515.05 23.95 -0.956130301 10 0 0 0.19210747826087
RP11-650K20.3 0.187 12.8920353 429.79 19.74 -0.490193704 6 0 0 0.140188317948718
RP11-65D24.2 0.213 12.39747486 553.9 6.52 -0.142992431 5 0 0 0.28431035
RP11-661C8.3 0.196 12.48508714 552.74 2.5 0.256710776 3 0 0 0.261457694029851
RP11-664D7.4 0.309 13.02746872 461.27 22.15 0.090976023 11 0 0 0.174497375
RP11-664I21.6 0.133 13.07530208 378.31 16.83 -0.107090899 5 0 0 0.173506487037037
RP11-676J12.7 0.19 12.78397392 557.79 10.49 -0.749276632 6 0 0 0.227383079104478
